brand,model,year,age_years,distance_driven_km,engine_litres,price_aud,fuel_type,gearbox
Bentley,Bentley Bentayga W12,2017,9,117852,59.5,376200,Petrol,Automatic
BMW,BMW Seria 3 320d Sport Line,2017,9,82472,20.0,34162,Diesel,Automatic
Audi,Audi A6,1996,30,377000,16.0,4936,Petrol and LPG,Manual
Opel,Opel Insignia 1.8 Cosmo,2011,15,171735,13.6,10640,Petrol,Manual
Ford,Ford Maverick 2.7 TD GLS,1998,28,202000,18.0,9956,Petrol and LPG,Manual
Ford,Ford Mondeo Turnier 2.0 TDCi Trend,2011,15,237000,15.6,8740,Diesel,Manual
Porsche,Porsche Cayenne,2006,20,207979,45.1,24662,Petrol,Automatic
Opel,Opel Astra,2009,17,201400,16.0,4750,Petrol and LPG,Manual
Toyota,Toyota RAV4,2022,4,13325,18.0,72162,Hybrid,Automatic
Volkswagen,Volkswagen Passat 2.0 TDI Comfortline,2007,19,207000,19.0,6802,Diesel,Manual
Bentley,Bentley Continental Flying Spur W12,2013,13,14500,60.0,246620,Petrol,Automatic
Volkswagen,Volkswagen Golf Sportsvan,2016,10,213000,19.7,30400,Diesel,Manual
Porsche,Porsche Cayenne,2007,19,273000,48.1,25802,Petrol,Automatic
Ferrari,Ferrari 488,2018,8,61000,62.6,558220,Petrol,Automatic
Bentley,Bentley Mulsanne Standard,2011,15,123000,60.0,208962,Petrol,Automatic
Citroen,Citroën C3 1.2 PureTech Feel,2022,4,5,12.0,17670,Petrol,Manual
Maserati,Maserati Levante,2021,5,15000,20.0,201400,Hybrid,Automatic
Opel,Opel Grandland X,2022,4,16170,12.0,52968,Petrol,Manual
Porsche,Porsche Boxster RS 60 Spyder,2007,19,99800,36.0,58140,Petrol,Manual
Citroen,Citroën C3 1.2 PureTech Feel,2023,3,5,12.0,8702,Petrol,Manual
Hyundai,Hyundai i40,2019,7,145492,15.9,19000,Petrol,Manual
Toyota,Toyota Yaris 1.5 Premium,2022,4,31450,15.0,19570,Petrol,Manual
Toyota,Toyota Corolla,2021,5,47043,24.9,50084,Petrol,Automatic
Nissan,Nissan Patrol 3.0 DiT XE + 7os,2005,21,141000,12.4,17062,Petrol,Manual
Bentley,Bentley Continental Flying Spur V8 S,2017,9,52759,39.9,262200,Petrol,Automatic
Maserati,Maserati Quattroporte Diesel GranSport,2015,11,40390,29.8,94962,Petrol,Automatic
Opel,Opel Astra,2012,14,121000,14.0,11362,Petrol,Manual
Peugeot,Peugeot 3008,2012,14,278000,20.0,17442,Hybrid,Automatic
Maserati,Maserati Ghibli,2012,14,166200,46.9,45600,Petrol,Automatic
Opel,Opel Astra,2021,5,31030,20.0,29640,Petrol,Automatic
Jeep,Jeep Wrangler,2005,21,250000,37.0,13300,Petrol and LPG,Automatic
Bentley,Bentley Continental Flying Spur,2018,8,49500,60.0,147820,Petrol,Automatic
Maserati,Maserati Quattroporte Trofeo,2013,13,145000,46.9,109820,Petrol,Automatic
Volkswagen,Volkswagen Golf 1.6 BlueTDI Comfortline,2019,7,170000,16.0,12882,Diesel,Manual
Bentley,Bentley Continental GT V8 S,2018,8,27500,59.5,142500,Petrol,Automatic
Opel,Opel Astra IV 1.4 T Cosmo,2013,13,219000,19.6,13661,Diesel,Manual
SEAT,Seat Toledo 1.2 TSI Reference,2017,9,56000,10.0,12540,Petrol,Manual
Aston Martin,Aston Martin DB9 Standard,2009,17,76000,59.4,94962,Petrol,Automatic
SEAT,Seat Ateca,2015,11,131180,19.8,44802,Petrol,Automatic
Lamborghini,Lamborghini Aventador Roadster LP700-4,2014,12,13000,65.0,718200,Petrol,Automatic
Kia,Kia Ceed,2019,7,45757,10.0,13262,Petrol,Manual
Opel,Opel Meriva,2012,14,239000,19.6,9804,Diesel,Manual
Opel,Opel Astra V 1.2 T Elegance S&S,2023,3,5,12.0,45562,Petrol,Manual
Bentley,Bentley Bentayga W12,2017,9,25000,39.9,285000,Petrol,Automatic
Ford,Ford Focus 1.5 EcoBoost Start-Stopp-System ST-LINE,2018,8,48250,50.4,12502,Petrol,Manual
Volvo,Volvo XC 60 2.4D Summum,2005,21,247000,24.0,20482,Diesel,Manual
Ford,Ford EcoSport 1.0 EcoBoost Titanium ASS,2018,8,199200,20.0,25080,Diesel,Manual
BMW,BMW Seria 2 218i Coupe Sport Line,2015,11,152435,20.0,16910,Petrol,Automatic
Maserati,Maserati Ghibli S Q4 Granlusso,2016,10,73231,29.8,93100,Petrol,Automatic
BMW,BMW X5,2013,13,218000,20.0,45220,Diesel,Automatic
Porsche,Porsche 911 Carrera,2018,8,44000,25.0,127300,Petrol,Manual
Ferrari,Ferrari 812 Superfast,2017,9,18099,39.0,501600,Petrol,Automatic
Volvo,Volvo C70 2.0D Summum,2009,17,211347,19.8,9842,Diesel,Manual
Opel,Opel Vivaro,2020,6,107679,14.9,63460,Petrol,Automatic
Aston Martin,Aston Martin DB9,2011,15,45600,59.4,159600,Petrol,Automatic
BMW,BMW M3 M Competition xDrive sport,2023,3,5,20.0,193591,Petrol,Automatic
Volvo,Volvo C30 1.6D,2009,17,158900,15.6,5282,Diesel,Manual
Lamborghini,Lamborghini Urus,2018,8,12000,52.0,330600,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa C 250 7G-TRONIC,2012,14,145000,46.6,49400,Petrol,Automatic
Aston Martin,Aston Martin Vantage,2013,13,43000,59.4,117800,Petrol,Automatic
Maserati,Maserati Quattroporte GTS,2013,13,53000,46.9,74860,Petrol,Automatic
Peugeot,Peugeot 207 1.4 16V Trendy,2006,20,282000,20.0,5662,Diesel,Manual
Kia,Kia Sportage 1.6 T-GDI GT Line 4WD DCT,2017,9,102000,15.9,41420,Petrol,Automatic
Toyota,Toyota Camry,2019,7,190536,24.9,41002,Hybrid,Automatic
Volkswagen,Volkswagen Passat,2009,17,322000,19.7,4142,Diesel,Manual
Mercedes-Benz,Mercedes-Benz GLC Coupe 200 d 4-Matic,2018,8,89000,21.4,69160,Diesel,Automatic
Bentley,Bentley Arnage,1999,27,154284,44.0,22800,Petrol,Automatic
Opel,Opel Mokka,2018,8,96973,14.0,18962,Petrol,Manual
Ford,Ford Mustang 3.7 V6,2016,10,142300,15.0,32642,Diesel,Manual
SEAT,Seat Altea 2.0 TDI Stylance DSG,2008,18,290000,19.0,4940,Diesel,Automatic
Volkswagen,Volkswagen Golf,2018,8,178248,14.0,24624,Petrol,Manual
Kia,Kia Picanto T-GDI X-Line,2017,9,22689,12.5,18202,Petrol,Manual
Porsche,Porsche Cayenne S,2007,19,156900,36.0,6384,Petrol,Manual
Renault,Renault Clio,2021,5,14877,10.0,34998,Petrol and LPG,Manual
Porsche,Porsche 911 Turbo,2007,19,99800,36.0,146300,Petrol,Manual
Toyota,Toyota Corolla 1.6 Premium MS EU6,2015,11,50611,15.0,26410,Hybrid,Automatic
Honda,Honda Accord,2007,19,230000,13.4,9804,Petrol,Manual
Bentley,Bentley Continental Flying Spur W12,2014,12,35000,60.0,150100,Petrol,Automatic
Citroen,Citroën C3,2003,23,296340,20.0,4902,Petrol,Automatic
Porsche,Porsche 911 Carrera 4S,2000,26,68000,26.9,70300,Petrol,Manual
Opel,Opel Astra 1.4 Turbo Sports Tourer Dynamic,2019,7,75680,15.0,22800,Diesel,Manual
Opel,Opel Astra,2006,20,213000,16.9,3762,Diesel,Manual
Maserati,Maserati GranTurismo S Automat,2015,11,101398,29.8,91124,Petrol,Automatic
Nissan,Nissan X-Trail,2010,16,188000,10.0,15162,Petrol,Manual
Ferrari,Ferrari F430 Spider F1,2007,19,50000,43.1,224352,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz ML 350 BlueEff 4-Matic,2013,13,58500,54.6,36252,Petrol,Automatic
Nissan,Nissan Patrol GR 2.8 TDI,1996,30,23150,24.9,30400,Diesel,Manual
Maserati,Maserati Levante,2019,7,30000,29.8,74860,Petrol,Automatic
Nissan,Nissan Qashqai+2 2.0 Tekna,2012,14,149000,12.0,6954,Petrol,Manual
Ferrari,Ferrari F430 Spider F1,2007,19,50000,43.1,224162,Petrol,Automatic
BMW,BMW Seria 3 316ti,1999,27,114492,19.0,5662,Petrol,Manual
Ford,Ford Focus 1.6 TDCi Gold X (Edition),2014,12,120000,12.0,9462,Petrol,Manual
Peugeot,Peugeot 308,2017,9,47000,15.6,14402,Diesel,Manual
Volkswagen,Volkswagen Touareg 3.0 V6 TDI 4XMot BMT,2013,13,127409,19.7,25422,Diesel,Automatic
Ford,Ford Fiesta 1.5 EcoBoost ST3 ASS,2017,9,222349,20.0,29070,Diesel,Manual
Volkswagen,Volkswagen Golf 1.6 TDI DPF MATCH,2013,13,223244,16.0,12882,Diesel,Manual
Skoda,Skoda Superb,2023,3,5,20.0,60002,Petrol,Automatic
Ford,Ford,2007,19,262000,20.0,11362,Diesel,Automatic
Toyota,Toyota Yaris,2021,5,61331,24.9,38304,Hybrid,Automatic
Volkswagen,Volkswagen up! 1.0 TSI beats,2018,8,84001,14.0,13555,Petrol and LPG,Manual
Hyundai,Hyundai i30 N 2.0 T-GDI Performance,2018,8,186683,13.7,37962,Petrol,Manual
Bentley,Bentley Continental GT,2015,11,50000,39.9,429020,Petrol,Automatic
Hyundai,Hyundai ix35 1.7 CRDi 2WD blue Finale,2012,14,167780,14.0,17822,Petrol,Manual
Volkswagen,Volkswagen Scirocco,2014,12,248000,19.7,15960,Diesel,Automatic
Porsche,Porsche 911,1998,28,57000,33.9,41762,Petrol,Automatic
Peugeot,Peugeot 208 1.2 PureTech Allure S&S,2017,9,199000,20.0,17480,Diesel,Manual
Maserati,Maserati GranTurismo S Automatik,2012,14,166200,46.9,70262,Petrol,Automatic
Porsche,Porsche 911 GT3,2016,10,20624,19.9,330600,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa C 220 d Coupe 4Matic 9G-TRONIC AMG Line Plus,2015,11,159000,19.9,70300,Petrol,Automatic
Peugeot,Peugeot 508,2012,14,235906,20.0,11362,Diesel,Manual
BMW,BMW X4,2020,6,79960,44.0,163286,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa S 400 d 4-Matic L 9G-TRONIC,2021,5,12900,13.3,288272,Petrol,Automatic
Bentley,Bentley Continental Flying Spur Speed,2012,14,74520,67.5,84360,Petrol,Automatic
Nissan,Nissan Pathfinder 2.5 DCi Sport / SE,2005,21,250000,29.5,6840,Diesel,Automatic
Ferrari,Ferrari F430,2008,18,39000,43.1,265620,Petrol,Automatic
Maserati,Maserati Ghibli S Q4,2018,8,130000,29.9,45486,Diesel,Automatic
Ford,Ford C-MAX 1.0 EcoBoost Start-Stopp-System Trend,2013,13,254000,32.0,12882,Diesel,Manual
Peugeot,Peugeot 207,2010,16,144000,10.0,7562,Petrol,Manual
Jeep,Jeep Wrangler GME 2.0 Turbo Sport,2023,3,1,13.3,61560,Hybrid,Automatic
Toyota,Toyota Yaris 1.0 Terra MM,2001,25,308000,46.6,4176,Petrol,Automatic
Nissan,Nissan Qashqai,2023,3,1,13.0,52402,Petrol,Automatic
Bentley,Bentley Continental Flying Spur W12,2011,15,123000,60.0,170620,Petrol,Automatic
SEAT,Seat Ibiza,2013,13,299514,19.7,14022,Diesel,Manual
Aston Martin,Aston Martin V8 Vantage,2006,20,69000,43.0,106023,Petrol,Manual
Maserati,Maserati Ghibli S Q4,2015,11,80000,29.9,70300,Diesel,Automatic
Opel,Opel Meriva,2013,13,171000,16.9,8170,Diesel,Manual
Volvo,Volvo V40 Cross Country D3 Geartronic,2019,7,79971,19.7,31540,Diesel,Automatic
Jeep,Jeep Renegade 2.0 MultiJet Limited 4WD S&S,2014,12,147121,13.7,22762,Petrol,Manual
Maserati,Maserati GranTurismo,2014,12,64000,30.0,58900,Petrol,Automatic
Porsche,Porsche 911 Carrera,1999,27,207000,24.8,170620,Petrol,Manual
Opel,Opel Astra II 1.6,2001,25,330000,16.0,3382,Petrol,Manual
Kia,Kia Opirus,2006,20,192000,29.0,3610,Diesel,Automatic
Ford,Ford Kuga 2.0 TDCi FWD Trend,2012,14,114000,12.4,14440,Petrol,Manual
Ford,Ford Galaxy 2.0 TDCi Titanium,2016,10,117000,20.0,28496,Diesel,Manual
Renault,Renault Twingo ENERGY TCe 90 Dynamique,2011,15,176000,16.0,12540,Diesel,Manual
Ford,Ford Mondeo 2.2 TDCi Titanium S,2011,15,208111,21.8,14735,Diesel,Manual
Aston Martin,Aston Martin DB9 Volante Touchtronic,2007,19,43000,59.4,49020,Petrol,Automatic
Hyundai,Hyundai ix35 1.6 GDI Premium 2WD,2018,8,74219,14.0,25422,Petrol,Manual
Saab,Saab 9-3X,2011,15,295000,19.6,12730,Diesel,Automatic
Renault,Renault Megane 1.6 16V Authentique,2011,15,203358,20.0,5662,Diesel,Manual
Infiniti,Infiniti FX FX35,2009,17,199000,50.3,8550,Petrol,Automatic
Maserati,Maserati Ghibli Diesel,2014,12,85000,29.8,53960,Petrol,Automatic
Volvo,Volvo C30,2007,19,335000,20.0,7182,Diesel,Manual
Opel,Opel Insignia 2.0 CDTI Edition,2006,20,219588,16.0,9842,Petrol,Manual
Toyota,Toyota Auris 1.4 VVT-i Luna,2008,18,116348,13.3,9082,Petrol,Manual
Lamborghini,Lamborghini Aventador S,2018,8,12000,52.0,969000,Petrol,Automatic
Maserati,Maserati Ghibli Standard,2015,11,80000,29.9,26600,Diesel,Automatic
Ferrari,Ferrari,2018,8,18200,40.0,273220,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa B 180 (CDI) d 7G-DCT Urban,2018,8,96000,21.4,24662,Diesel,Automatic
Toyota,Toyota Corolla 1.8 Hybrid Comfort,2020,6,36000,18.0,46839,Hybrid,Automatic
Dodge,Dodge Nitro 2.8 CRD SE,2009,17,154000,56.5,9500,Petrol,Manual
Maserati,Maserati GranCabrio Sport,2014,12,151665,29.9,144362,Diesel,Automatic
Maserati,Maserati Ghibli Standard,2014,12,64000,46.9,46600,Petrol,Automatic
Maserati,Maserati Levante Diesel,2015,11,101398,29.8,84588,Petrol,Automatic
BMW,BMW Seria 3 320d xDrive DPF Touring Edition Sport,2012,14,202000,20.0,15200,Diesel,Automatic
Hyundai,Hyundai i20 1.2 Classic Plus,2017,9,166153,16.9,16302,Diesel,Manual
Toyota,Toyota C-HR 1.8 Hybrid Executive,2021,5,54899,19.9,48982,Hybrid,Automatic
BMW,BMW Seria 3 320d Touring xDrive M Sport,2023,3,5,30.0,55062,Hybrid,Automatic
Porsche,Porsche 911 Carrera,1999,27,207000,24.8,170620,Petrol,Manual
Kia,Kia Ceed 1.4 T-GDI S,2023,3,100,12.0,28842,Petrol,Manual
Peugeot,Peugeot 605 3.0 SV,1996,30,177653,15.9,9462,Petrol,Manual
Maserati,Maserati Quattroporte Q4 GranLusso,2015,11,34258,46.9,79420,Petrol,Automatic
Volvo,Volvo V60 D3 Momentum,2010,16,214000,15.6,12920,Diesel,Manual
Ford,Ford S-Max 2.0 TDCi Titanium,2018,8,70500,15.0,29184,Petrol,Manual
Porsche,Porsche Boxster 2.5,1995,31,45000,36.0,21242,Petrol,Manual
Jaguar,Jaguar F-Pace 2.0 i4P AWD Prestige,2017,9,89000,29.9,64562,Diesel,Automatic
Saab,Saab 9-3,2002,24,264357,19.9,3800,Petrol and LPG,Automatic
Jeep,Jeep Compass 2.2 CRD 4x4 Limited,2014,12,128872,19.6,13832,Diesel,Manual
Maserati,Maserati Ghibli Standard,2015,11,76954,29.8,47082,Petrol,Automatic
Mercedes-Benz,Mercedes-Benz Klasa A,2016,10,119000,16.0,11400,Petrol,Automatic
Peugeot,Peugeot 206,2007,19,255700,20.0,1482,Diesel,Manual
Opel,Opel Insignia,2019,7,28800,10.0,17062,Petrol,Manual
Toyota,Toyota Land Cruiser,2019,7,57000,10.0,112100,Petrol,Manual
SEAT,Seat Leon,2019,7,24200,10.0,16682,Petrol,Manual
Volkswagen,Volkswagen Touran 2.0 TDI BMT Comfortline,2016,10,146100,10.0,30400,Petrol,Manual
Volkswagen,Volkswagen New Beetle 1.6,2010,16,80524,12.0,11362,Petrol,Manual
Opel,Opel Astra II 1.2 Start,2004,22,196000,13.6,2660,Petrol,Manual
Renault,Renault Clio,2020,6,41300,13.3,23522,Petrol,Manual
Maserati,Maserati 3200,2001,25,86000,32.2,26600,Petrol,Automatic
Opel,Opel Meriva 1.7 CDTI Edition,2014,12,136744,23.0,10640,Diesel,Manual
Volkswagen,Volkswagen Touran 2.0 TDI DPF DSG Cup,2010,16,258000,19.7,18886,Diesel,Automatic
Aston Martin,Aston Martin Rapide,2011,15,112,59.4,163020,Petrol,Automatic
Volvo,Volvo V50 1.6D Summum,2007,19,249000,18.0,5662,Petrol,Manual
Renault,Renault Clio BLUE dCi 85 EXPERIENCE,2021,5,37000,14.6,18962,Diesel,Manual
Opel,Opel Corsa 1.4 16V Edition 111 Jahre,2011,15,113000,12.3,7562,Petrol,Manual
Volvo,Volvo S60 2.4 Edition,2003,23,237000,29.2,4180,Petrol and LPG,Automatic
Toyota,Toyota Corolla 2.0 Hybrid GR Sport,2022,4,10,19.9,55062,Petrol,Automatic
Opel,Opel Zafira Tourer 1.6 ECOTEC DIT Active,2014,12,197000,19.6,20520,Diesel,Automatic
Opel,Opel Corsa 1.4 Enjoy,2018,8,100000,14.0,17442,Petrol,Manual
Skoda,Skoda Superb 1.8 TSI L&K DSG,2018,8,215005,19.7,26600,Diesel,Automatic
Mercedes-Benz,Mercedes-Benz GLC Coupe 300 e 4-Matic Business Edition,2023,3,5,29.3,122968,Diesel,Automatic
Kia,Kia Sportage 1.6 GDI L Business Line Plus 2WD,2019,7,110000,15.9,30286,Petrol,Manual
Porsche,Porsche 911,2006,20,207979,45.1,94620,Petrol,Automatic
Kia,Kia Sportage,2012,14,150000,14.0,25460,Diesel,Manual
Opel,Opel Corsa,2002,24,322000,20.0,950,Diesel,Manual
Bentley,Bentley Continental GT V8,2019,7,75000,59.5,205162,Petrol,Automatic
Nissan,Nissan Almera Tino,2004,22,444000,20.0,1748,Diesel,Manual
Maserati,Maserati Ghibli S GranSport,2015,11,40390,29.8,75886,Petrol,Automatic
Porsche,Porsche Macan,2017,9,70000,28.9,94620,Petrol,Automatic
Porsche,Porsche 911 Carrera Cabrio,1999,27,154000,24.8,121600,Petrol,Manual
Nissan,Nissan Qashqai 1.6 DCi Acenta,2011,15,221000,14.6,21276,Diesel,Manual
Renault,Renault Grand Scenic Gr 1.6 16V Authentique,2010,16,190471,16.0,10260,Petrol,Manual
Porsche,Porsche 911 Turbo,2007,19,99800,36.0,146300,Petrol,Manual
Peugeot,Peugeot 307 CC 2.0 HDi Intense,2007,19,141000,15.9,7524,Petrol,Manual
Porsche,Porsche Boxster Standard,2000,26,48000,33.9,26220,Petrol,Manual
Hyundai,Hyundai ix35 2.0 CRDi 4WD Comfort,2014,12,173555,15.8,14022,Diesel,Manual
Peugeot,Peugeot 308 1.6 BlueHDi Active S&S EAT6,2019,7,47500,20.0,6384,Diesel,Automatic
Volkswagen,Volkswagen Passat Variant 2.0 TDI DSG BlueMotion Technology Highline,2013,13,234000,19.7,14060,Diesel,Automatic
Bentley,Bentley Continental GT,2017,9,65000,59.5,413820,Petrol,Automatic
Ford,Ford Fiesta,2016,10,102000,10.0,15542,Petrol,Manual
Ford,Ford Focus 1.6 TDCi DPF Champions Edition,2014,12,140000,10.0,8360,Petrol,Manual
Porsche,Porsche 718 Cayman S,2018,8,44000,25.0,111340,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Citan,2021,5,39000,13.3,59547,Petrol,Manual
Aston Martin,Aston Martin DB7,2003,23,20000,60.0,102600,Petrol,Manual
Volvo,Volvo V90 D4 Geartronic Inscription,2016,10,84076,19.7,39862,Petrol,Automatic
Bentley,Bentley Continental Flying Spur Standard,2007,19,95000,60.0,33820,Petrol,Automatic
Ford,Ford Mondeo Turnier 2.0 TDCi Ambiente,2011,15,188000,20.0,13642,Petrol,Manual
SEAT,Seat Ibiza,2014,12,173185,16.0,7334,Diesel,Manual
Mercedes-Benz,Mercedes-Benz AMG GT,2017,9,87000,39.8,166820,Petrol,Automatic
Opel,Opel Astra 1.2 Turbo Start/Stop Design&Tech,2022,4,10,12.0,44080,Petrol,Manual
Toyota,Toyota C-HR,2017,9,88500,18.0,42902,Hybrid,Automatic
Hyundai,Hyundai Tucson,2019,7,31500,15.9,41800,Petrol,Automatic
Volkswagen,Volkswagen Multivan,2009,17,197500,13.9,21470,Petrol,Manual
Hyundai,Hyundai Santa Fe 1.6 T-GDI HEV Platinum 4WD,2022,4,5000,10.0,91743,Petrol,Automatic
Porsche,Porsche 911,2005,21,120500,36.0,83562,Petrol,Automatic
Hyundai,Hyundai Elantra 1.6 Smart,2023,3,1,10.0,37924,Petrol,Manual
Aston Martin,Aston Martin DB9 Standard,2007,19,43000,59.4,113962,Petrol,Automatic
Opel,Opel Insignia 2.0 CDTI Active,2014,12,229000,16.0,10222,Diesel,Manual
BMW,BMW Seria 5 520d,2018,8,120000,20.0,23902,Petrol,Automatic
Toyota,Toyota Prius (Hybrid),2007,19,157000,15.0,14440,Hybrid,Automatic
BMW,BMW Seria 7 730d,2004,22,225303,18.0,10602,Petrol,Automatic
Porsche,Porsche Boxster,2008,18,137600,33.9,83595,Petrol,Manual
Bentley,Bentley Continental GT Standard,2005,21,122000,60.0,93062,Petrol,Automatic
Ferrari,Ferrari GTC4Lusso,2017,9,19000,65.0,417620,Petrol,Automatic
Kia,Kia Picanto 1.0 L Business Line,2023,3,1500,10.0,22762,Petrol,Manual
Volkswagen,Volkswagen Golf VII 2.0 TDI BMT Comfortline EU6,2015,11,130000,10.0,30780,Petrol,Manual
Porsche,Porsche 911 Carrera,2018,8,44000,25.0,127300,Petrol,Manual
Maserati,Maserati Ghibli S Q4,2019,7,62223,29.8,17290,Petrol,Automatic
Peugeot,Peugeot 308 1.5 BlueHDi Active S&S,2015,11,86000,15.6,20896,Diesel,Manual
Peugeot,Peugeot 208 1.2 PureTech Style,2018,8,180000,15.6,13832,Diesel,Manual
Kia,Kia Stonic 1.2 L,2023,3,10,14.8,27550,Petrol,Manual
Nissan,Nissan Qashqai,2012,14,143500,16.0,11742,Petrol,Manual
Volvo,Volvo V40 T3 Drive-E Kinetic,2015,11,174000,19.7,25422,Diesel,Manual
Maserati,Maserati Ghibli Automatik S Q4,2014,12,98000,30.0,36480,Petrol,Automatic
Ferrari,Ferrari F430,2008,18,39000,43.1,265620,Petrol,Automatic
Porsche,Porsche 911 GT3 RS,2007,19,114400,38.2,322620,Petrol,Manual
Porsche,Porsche Cayenne Turbo,2013,13,147000,38.0,62700,Petrol,Automatic
Volkswagen,Volkswagen Jetta,2017,9,179593,19.7,20098,Diesel,Manual
Ferrari,Ferrari FF Standard,2015,11,18300,45.0,273562,Petrol,Automatic
Ford,Ford Focus Turnier 1.0 EcoBoost Start-Stopp-System Champions Edition,2012,14,269000,16.0,11400,Petrol,Manual
Mercedes-Benz,Mercedes-Benz Klasa A 200 CDI 7G-DCT AMG Line,2010,16,207000,21.4,13908,Diesel,Automatic
Aston Martin,Aston Martin Virage Touchtronic II,2011,15,112,59.4,197562,Petrol,Automatic
Ferrari,Ferrari F430,2008,18,39000,43.1,265620,Petrol,Automatic
Ford,Ford Fiesta 1.4 Trend,2014,12,273200,20.0,8284,Diesel,Manual
Ford,Ford Focus 1.5 TDCi SYNC Edition,2015,11,240000,22.0,15922,Diesel,Manual
Bentley,Bentley Bentayga,2019,7,51354,39.9,220400,Petrol,Automatic
Porsche,Porsche Boxster Standard,2011,15,110000,28.9,60420,Petrol,Manual
Fiat,Fiat Grande Punto,2005,21,141000,19.1,5434,Diesel,Automatic
BMW,BMW X3,2022,4,37326,44.0,68020,Petrol,Automatic
SEAT,Seat Leon,2019,7,68600,10.0,19722,Petrol,Manual
Peugeot,Peugeot Partner 1.6 BlueHDi Outdoor,2019,7,103341,15.0,17442,Diesel,Manual
BMW,BMW X5,2004,22,391000,29.9,9120,Diesel,Automatic
Mercedes-Benz,Mercedes-Benz Klasa E,2012,14,216700,29.9,29222,Diesel,Automatic
Volkswagen,Volkswagen Scirocco 2.0 TSI,2007,19,258000,19.7,12160,Diesel,Manual
Mazda,Mazda 3 2.0 mHEV Kanjo,2022,4,1,20.0,45410,Petrol,Manual
Maserati,Maserati Levante,2018,8,24567,29.8,71820,Petrol,Automatic
BMW,BMW Seria 5 528i xDrive Luxury Line,2010,16,240000,20.0,20824,Diesel,Automatic
Opel,Opel Insignia 2.0 CDTI Edition ecoFLEX S&S,2012,14,95000,19.6,17100,Diesel,Manual
Infiniti,Infiniti G G37,2008,18,221000,37.0,18430,Petrol,Automatic
Ford,Ford Focus 1.0 EcoBoost mHEV Active Style,2023,3,9,15.0,47462,Diesel,Manual
Porsche,Porsche 911 Carrera,2018,8,44000,25.0,127300,Petrol,Manual
Porsche,Porsche Boxster 2.5,1999,27,62400,24.8,18962,Petrol,Manual
Renault,Renault Megane,2017,9,142000,14.6,14060,Diesel,Manual
Porsche,Porsche 911 Carrera 4,2016,10,195440,29.7,216220,Diesel,Automatic
Peugeot,Peugeot 508,2018,8,71925,12.0,20862,Petrol,Manual
Kia,Kia Soul 1.6 CRDi M,2012,14,177484,20.0,8322,Diesel,Manual
Kia,Kia Rio 1.2 Sensation,2018,8,42494,16.9,12122,Diesel,Manual
SEAT,Seat Leon 1.5 EcoTSI Evo FR S&S DSG,2019,7,20000,19.8,33820,Petrol,Automatic
Opel,Opel Zafira 1.9 CDTI 111,2009,17,380000,19.6,5130,Diesel,Manual
BMW,BMW X3,2023,3,5,20.0,98762,Petrol,Automatic
Opel,Opel Astra IV 1.6 Sport,2008,18,223000,16.0,8930,Petrol,Manual
Volvo,Volvo V60,2014,12,210000,15.6,11818,Diesel,Automatic
Honda,Honda Civic 1.8 Sport,2009,17,276000,22.0,12502,Diesel,Manual
Volvo,Volvo XC 90,2023,3,7,19.7,94962,Diesel,Automatic
Mercedes-Benz,Mercedes-Benz GLA 200 (CDI) d 7G-DCT,2018,8,107700,19.9,11362,Petrol,Automatic
Honda,Honda Accord 2.4 Executive,2007,19,183000,18.0,9462,Petrol,Automatic
Renault,Renault Kadjar 1.3 TCe FAP Intens,2023,3,10,10.0,44422,Petrol and LPG,Manual
Kia,Kia Ceed Cee'd 1.4 M,2019,7,102588,13.7,25840,Petrol,Manual
Toyota,Toyota C-HR,2023,3,5,18.0,44042,Hybrid,Automatic
Mitsubishi,Mitsubishi Pajero 3.2 DID 7os,2006,20,183000,13.3,9424,Petrol,Automatic
Porsche,Porsche Panamera,2017,9,79243,28.9,212762,Petrol,Automatic
Volkswagen,Volkswagen Golf VI 2.0 TSI GTI,2006,20,220000,19.7,22002,Diesel,Manual
Renault,Renault Laguna 2.0 DCi Privilege,2009,17,139773,14.6,6346,Diesel,Automatic
BMW,BMW X5 M M50d,2019,7,109000,29.9,144362,Diesel,Automatic
Mitsubishi,Mitsubishi Eclipse Cross 1.5 T GPF Invite Plus,2017,9,99000,15.9,31882,Petrol,Manual
Toyota,Toyota Corolla,2020,6,52733,15.0,31882,Diesel,Manual
Porsche,Porsche Cayenne,2009,17,139367,48.1,16682,Petrol,Automatic
Porsche,Porsche Cayenne,2008,18,136000,48.1,19000,Petrol,Automatic
Maserati,Maserati Levante S Granlusso,2017,9,64780,29.8,109060,Petrol,Automatic
Jaguar,Jaguar F-Pace 3.0 D300 mHEV AWD R-Dynamic Black,2022,4,4000,50.0,170966,Petrol,Automatic
BMW,BMW X5 xDrive40d,2018,8,84000,20.0,56962,Diesel,Automatic
Bentley,Bentley Bentayga,2019,7,75000,59.5,319200,Petrol,Automatic
MINI,MINI Cooper,2009,17,154033,16.0,6954,Petrol,Manual
BMW,BMW X5 xDrive25d,2016,10,57194,20.0,66500,Petrol,Automatic
